,borough,data_as_of,encoded_poly_line,encoded_poly_line_lvls,id,link_id,link_name,link_points,owner,speed,status,transcom_id,travel_time
1395,Queens,2019-07-04T22:00:04.000,wtewFjveaMkDlo@YvJAxCD`Pt@ha@`Bt`@,BBBBBBB,170,4616356,Belt Pkwy W 182nd St - JFK Expressway,"40.6665206,-73.76246 40.66738,-73.77021 40.66751,-73.77209 40.66752,-73.772861 40.66749,-73.775591 40.66722,-73.78108 40.66673,-73.786471",NYC_DOT_LIC,30.44,0,4616356,122
1396,Queens,2019-07-04T22:00:04.000,w_iwFtv~`MbBp@bJbFbN`JlC~BhJtJfFrEdHvFtDhCnW~OtAp@nE~CfB`BjBvBlCxGXlALrB}@xXCby@KpDyBva@,BBBBBBBBBBBBBBBBBBBBB,332,4616354,Laurelton Pkwy S @ SSP - Belt Pkwy W 182nd St,"40.683644,-73.72667001  40.68314,-73.72692  40.681365,-73.72806  40.678944,-73.72983  40.678236,-73.73047001  40.67642,-73.73234001  40.67526,-73.7334  40.673794,-73.73464001  40.672886,-73.73533  40.668966,-73.73805  40.668534,-73.73831  40.66749,-73.739",NYC_DOT_LIC,40.38,0,4616354,226
1397,Queens,2019-07-04T22:00:04.000,}sewFnveaMvB{`@HwCDcj@x@oj@SmCWoAw@aCc@eAgBiC_BaB}E}D_XyOiHeFeIwGgTeS_TwMsFsCWE,BBBBBBBBBBBBBBBBBBB,169,4616355,Belt Pkwy E 182nd St - Laurelton Pkwy N @ SSP,"40.66639,-73.76248 40.66579,-73.75706 40.66574,-73.7563 40.66571,-73.7494 40.66542,-73.74244 40.66552,-73.74173 40.66564,-73.74133 40.66592,-73.74068 40.6661,-73.74033 40.66662,-73.73964 40.6671,-73.73915 40.66821,-73.7382 40.67221,-73.73551 40.6737,-73.7",NYC_DOT_LIC,47.84,0,4616355,192
1398,Staten Island,2019-07-04T22:00:04.000,ibyvFzyxcMeQsQmJwGiQcIid@qU{GmBsKgC{HyHuCsGcA{E_@mH\eCjCoLaCxK,BBBBBBBBBBBBBB,384,4616199,SIE W - WSE S SOUTH AVENUE - SOUTH AVENUE,"40.60213,-74.187981 40.60504,-74.185 40.60687,-74.183601 40.6098,-74.181981 40.6157705,-74.17837 40.61719,-74.177821 40.61921,-74.177141 40.620791,-74.175571 40.62154,-74.174191 40.6218804,-74.17309 40.6220405,-74.17158 40.62189,-74.17091 40.6211906,-74.1",NYC_DOT_LIC,57.78,0,4616199,120
1399,Staten Island,2019-07-04T22:00:04.000,kx\\\\\\|vFjbucMi@rE?nEvBfOvDpHhDnD`KhG~}@zd@nNdKfM~M,BBBBBBBBBB,435,4616198,WSE N-SIE E SOUTH AVENUE - SOUTH AVENUE,"40.62102,-74.168861 40.6212304,-74.16992 40.6212304,-74.170961 40.6206306,-74.173561 40.6197105,-74.175091 40.6188605,-74.17597 40.61693,-74.1773 40.60685,-74.183361 40.60437,-74.18531 40.6020904,-74.187711",NYC_DOT_LIC,46.60,0,4616198,130
1400,Staten Island,2019-07-04T22:00:04.000,ix\\\\\\|vFjbucMp@kD\\\\\\|Ncb@pP_ZzAsB,BBBBB,378,4616197,SIE E SOUTH AVENUE - RICHMOND AVENUE,"40.6210105,-74.168861 40.6207604,-74.168 40.6182105,-74.162381 40.6154,-74.15806 40.6149404,-74.15748",NYC_DOT_LIC,42.25,0,4616197,63
1401,Queens,2019-07-04T22:00:04.000,qu}wFlkjaMXjGtAzJ@nB_@tC]~@s@lAuAlAuCbB??mAh@mD`A{Dh@kDJ}F?ePM,BBBBBBBBBBBBBBBB,202,4456483,CIP N ramp to TNB - TNB Queens Anchorage,"40.789536,-73.78631 40.7894,-73.78765 40.788976,-73.78955 40.78896,-73.79011001 40.789124,-73.79086001 40.78927,-73.79118001 40.789536,-73.79157001 40.78996,-73.79196 40.790714,-73.79246 40.790714,-73.79246 40.7911,-73.79267 40.791976,-73.793 40.792916,-7",NYC_DOT_LIC,21.74,0,4456483,99
1402,Staten Island,2019-07-04T22:00:04.000,wvzvFpegcMrAfeAc@vHiCtNSrOv@\\\\\\|HxGf_@\\\\\\|Db^lAp\,BBBBBBBBB,375,4616193,SIE E BRADLEY AVENUE - CLOVE ROAD,"40.61052,-74.09769 40.6101,-74.10893 40.61028,-74.1105 40.61097,-74.113 40.6110705,-74.115671 40.61079,-74.11726 40.60938,-74.12241 40.6084306,-74.127401 40.60804,-74.13212",NYC_DOT_LIC,53.43,0,4616193,123
1403,Manhattan,2019-07-04T22:00:04.000,wiqwFnhvbMvD^xb@lFxQvCrb@hHlLjChHnBPgBh@gA\\\\\\|@WzANnDv@\\\\\\|Cl@\\\\\\|ATvBT`E?fFKzD{@zDcAvC}@dD}@zFaBtF}AtF{ApH}DnIqEnOcI~McHxLeGlHcCjHeF,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,445,4456494,West St S Spring St - BBT Manhattan Portal outbound,"40.7262006,-74.01112 40.7252805,-74.01128 40.7218105,-74.011981 40.7195505,-74.012471 40.71654,-74.013231 40.714451,-74.01376 40.71251,-74.01429 40.7108405,-74.014721 40.7086904,-74.01542 40.7079305,-74.01572 40.7072,-74.01598",NYC_DOT_LIC,9.32,0,4456494,579
1404,Queens,2019-07-04T22:00:04.000,c_owFzf_aMvBK\\\\\\|FcApKuDzF_ArdAkB~j@}@hD?xCInK_AzKM??xCLhDr@,BBBBBBBBBBBBBB,207,4616352,CIP S Hempstead Tpk - Laurelton Pkwy @ SSP,"40.71426,-73.729261  40.7136604,-73.7292  40.7123906,-73.728861  40.71038,-73.72795  40.7091206,-73.72763  40.69798,-73.72709  40.6909405,-73.72678  40.6900905,-73.72678  40.68932,-73.72673  40.687321,-73.72641  40.68526,-73.726341  40.68526,-73.72634  40",NYC_DOT_LIC,49.70,0,4616352,152
1405,Staten Island,2019-07-04T22:00:04.000,yvvvFv\\\\\\|ycMoGG_PkDuYmIsGiDaIwGsCwC,BBBBBBB,439,4616200,WSE S SOUTH AVENUE - VICTORY BOULEVARD,"40.5900505,-74.19356 40.59141,-74.19352 40.59413,-74.19266 40.5984005,-74.19099 40.59978,-74.19014 40.60139,-74.188741 40.60213,-74.187981",NYC_DOT_LIC,51.57,0,4616200,55
1406,Staten Island,2019-07-04T22:00:04.000,wvzvFnegcMGmJ~@kKpAoGxPki@~AyJbA}Kf@ac@`BeOzHgY,BBBBBBBBBB,376,4616192,SIE E CLOVE ROAD - FINGERBOARD ROAD,"40.61052,-74.09769 40.610561,-74.09586 40.6102405,-74.093881 40.60983,-74.09251 40.60698,-74.08574 40.6065004,-74.083851 40.60616,-74.081781 40.60596,-74.076011 40.6054704,-74.073421 40.60389,-74.06922",NYC_DOT_LIC,45.36,0,4616192,122
1407,Queens,2019-07-04T22:00:04.000,u}hwFlv~`M{@a@oB{A_BiBkAgB??g@m@cBw@oAUcBLo@VmA`AoEtEcBfAoBj@U???wI\gD?_b@z@m`AjAyERaC\{DfAoDxA,BBBBBBBBBBBBBBBBBBBBBBBBB,331,4616353,Laurelton Pkwy N @ SSP - CIP N Hempstead Tpk,"40.68331006,-73.72663 40.68361,-73.72646 40.68417,-73.726 40.68465005,-73.72547 40.68503005,-73.72495 40.68503005,-73.72495 40.68523004,-73.72472 40.6857301,-73.72444 40.68613006,-73.7243301 40.68663,-73.7244 40.68687006,-73.7245201 40.68726,-73.72485 40.",NYC_DOT_LIC,39.14,0,4616353,201
1408,Staten Island,2019-07-04T22:00:04.000,{q{vFrzrcMta@kl@hDiInBiIr@}F\mHOsR,BBBBBBB,377,4616195,SIE E RICHMOND AVENUE - WOOLEY AVENUE,"40.61486,-74.15738 40.60931,-74.15012 40.60846,-74.14847 40.6079,-74.146831 40.60764,-74.14555 40.6074906,-74.14404 40.60757,-74.1409",NYC_DOT_LIC,50.33,0,4616195,77
1409,Staten Island,2019-07-04T22:00:04.000,s~pvFjb{cMgn@in@cK{F}JwBwIUyGp@qFv@qG\\\\\\|@wkAvO,BBBBBBBBB,441,4616201,WSE S VICTORY BOULEVARD - ARDEN AVENUE,"40.56058,-74.199581 40.568141,-74.192011 40.5700804,-74.190751 40.571991,-74.19015 40.5737105,-74.190041 40.5751205,-74.19029 40.5763306,-74.190571 40.5777,-74.19088 40.5899804,-74.19356",NYC_DOT_LIC,61.51,0,4616201,128
1410,Queens,2019-07-04T22:00:04.000,}nnwFla_aM{GhBiBRwFNuDe@aEsAyB{AmJ_IsDqBaCy@yIsBwCe@mt@sJyHu@kCIwDP{CZwB`@gJrCaDnBgGfG}ClFsD~HyGnQeHlNmC~DyDxE{HvIwBxCmCvEqDjHmBtCyCdDsC`CgRpNyIrHwD~DcB`C,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,199,4616351,CIP N Hempstead Tpk - LIE,"40.71167,-73.72839 40.71309,-73.72892 40.71362,-73.72902 40.71486,-73.7291 40.71577,-73.72891 40.71674,-73.72849 40.71735,-73.72803 40.71918,-73.72643 40.72008,-73.72586 40.72073,-73.72557 40.72246,-73.72499 40.72322,-73.7248 40.73177,-73.72294 40.73334,-",NYC_DOT_LIC,48.46,0,4616351,227
1411,Manhattan,2019-07-04T22:00:04.000,{}_xFzcfbMqAvLTxA`@b@t@Vj@On@u@n@aBp@mBp@{@bAi@pAKbGUjCErBTvBf@dB\\\\\\|@rAdAf@v@tAnC,BBBBBBBBBBBBBBBBBBBB,399,4456452,TBB W - FDR S MANHATTAN TRUSS - E116TH STREET,"40.8011005,-73.92846 40.80151,-73.93066 40.8014,-73.93111 40.8012304,-73.93129 40.80096,-73.93141 40.8007405,-73.93133 40.800501,-73.93106 40.80026,-73.93057 40.81,-73.93002 40.7997606,-73.92972 40.7994205,-73.929511 40.79901,-73.92945 40.79771,-73.929341",MTA Bridges & Tunnels,35.41,0,4456452,68
1412,Manhattan,2019-07-04T22:00:04.000,mtxwF\\\\\\|}sbMl@^~GpK\\\\\\|LrIbLlH??lK~G\\\\\\|FtD`C~@}@WdWnGdKmC\\\\\\|k@~G`CRzElC,BBBBBBBBBBBBBBB,3,4616324,12th ave @ 45th - 11 ave ganservoort st,"40.76375,-73.999191 40.763521,-73.99935 40.7620804,-74.00136 40.75985,-74.00306 40.75775,-74.00457 40.75775,-74.00457 40.75576,-74.00601 40.7544904,-74.006921 40.7538404,-74.007241 40.75415,-74.00712 40.7502804,-74.00848 40.74833,-74.007771 40.74114,-74.0",NYC_DOT_LIC,17.39,0,4616324,363
1413,Manhattan,2019-07-04T22:00:04.000,slswFpdobMcJ{Fy@_@sBq@kKeBaDc@eB_@iBs@kC{AuBkAqDqC_EiEyCuCcDaCeT}PuJuIrAhAcE{CaEkDcEkFsEiD}FiEiHoFcAwA}BoD,BBBBBBBBBBBBBBBBBBBBBBBBB,215,4616329,FDR N 25th - 63rd St,"40.7369006,-73.974651 40.73868,-73.973391 40.73897,-73.97323 40.73955,-73.97298 40.7415304,-73.97247 40.7423406,-73.97229 40.7428504,-73.97213 40.74338,-73.971871 40.7440804,-73.97141 40.7446706,-73.97103 40.7455605,-73.970301 40.7465204,-73.96929 40.7472",NYC_DOT_LIC,48.46,0,4616329,142
1414,Queens,2019-07-04T22:00:04.000,ifgwFhlmaMlCu@`Fo@dJMrSp@`PfDnCd@pCk@\\\\\\|B_D^}D_@yCuAoCmIuEsCmEs@sCc@_GYyLaAa^uDuaAKqMLyT\mJ`Dij@,BBBBBBBBBBBBBBBBBBBBBBB,425,4616276,VWE S MP2.66 (Exit 2 Rockaway Blvd) - Belt Pkwy E 182nd St,"40.67445,-73.80181 40.67374,-73.80154 40.6726106,-73.801301 40.6708206,-73.80123 40.66752,-73.801481 40.66479,-73.802321 40.66407,-73.802511 40.6633405,-73.80229 40.6627104,-73.80149 40.66255,-73.800541 40.6627104,-73.799771 40.6631406,-73.799051 40.66481",NYC_DOT_LIC,32.31,0,4616276,335
1415,Manhattan,2019-07-04T22:00:04.000,kezwFf`sbMv@TxAVnDZe@Gz@J~@Xf@VlEnC??~KpH??vCpB??zEbD??dC`B,BBBBBBBBBBBBBBBBB,106,4616323,12th Ave S 57th St - 45th St,"40.77158,-73.994441 40.7713004,-73.99455 40.77085,-73.99467 40.76997,-73.99481 40.7701604,-73.99477 40.76986,-73.994831 40.7695406,-73.99496 40.769341,-73.99508 40.768311,-73.9958 40.768311,-73.9958 40.76623,-73.99733 40.76623,-73.99733 40.76547,-73.9979",NYC_DOT_LIC,18.64,0,4616323,121
1416,Manhattan,2019-07-04T22:00:04.000,w~mwFjisbMXnEXdCh@bCf@zAd@jA^r@,BBBBBBB,223,4616341,FDR S Catherine Slip - BKN Bridge Manhattan Side,"40.70908,-73.9959 40.70895,-73.996941 40.70882,-73.997611 40.70861,-73.99827 40.70841,-73.998731 40.7082204,-73.99911 40.70806,-73.99937",NYC_DOT_LIC,0.00,-101,4616341,0
1417,Manhattan,2019-07-04T22:00:04.000,iaxwF\\\\\\|tkbMhBnCtChChGpEjGxE~CvBxEnGlGhFrA\\\\\\|AfAp@hEdEbGtEpF~DzE\\\\\\|DvGhFlGhG~CxB\\\\\\|EjC~BfA`Dv@zMfBxAd@bChApBrA~DfC,BBBBBBBBBBBBBBBBBBBBBBBBB,222,4616332,FDR S 63rd - 25th St,"40.7606904,-73.956791 40.7601606,-73.95751 40.75941,-73.9582 40.758081,-73.959251 40.75674,-73.96034 40.75594,-73.960941 40.7548505,-73.9623 40.7535,-73.96347 40.7530804,-73.963941 40.7527204,-73.96419 40.75171,-73.96518 40.75041,-73.96625 40.7492,-73.967",NYC_DOT_LIC,45.36,0,4616332,151
1418,Bronx,2019-07-04T22:00:04.000,ewjxF`e{aM~X_EfLs@pRFbE^fUlClPlC`TdE`Gb@\\\\\\|HMtG]fLmBzQaB,BBBBBBBBBBBBB,159,4616252,BRP N WATSON AVENUE - FORDHAM ROAD,"40.8563506,-73.87233 40.85219,-73.871371 40.85007,-73.87111 40.8469404,-73.87115 40.8459605,-73.871311 40.8424005,-73.87202 40.83961,-73.87273 40.8362404,-73.87372 40.8349506,-73.8739 40.8333606,-73.873831 40.8319705,-73.873681 40.82985,-73.87313 40.82683",NYC_DOT_LIC,46.60,0,4616252,119
1419,Bronx,2019-07-04T22:00:04.000,gndxFvq{aM{Ced@sAqReBa^{Cyb@{Bw[,BBBBBB,137,4616260,BE S CASTLE HILL AVENUE - STRATFORD AVENUE,"40.8242005,-73.874361 40.8249804,-73.868411 40.8254,-73.865281 40.82591,-73.860311 40.8266906,-73.854581 40.8273104,-73.84998",NYC_DOT_LIC,53.43,0,4616260,83
1420,Bronx,2019-07-04T22:00:04.000,mmdxFjq{aM}Bm\aBwUa@sIeB_\qCq`@sB{Y,BBBBBBB,129,4616246,BE N STRATFORD AVENUE - CASTLE HILL AVE,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",NYC_DOT_LIC,57.78,0,4616246,80
1421,Bronx,2019-07-04T22:00:04.000,_pfxF`}yaMdFsWfDmPpH}^lEgTBBBBB,BBBBB,184,4616253,CBE E TAYLOR AVENUE - CASTLE HILL AVENUE,"40.8347204,-73.86593 40.83357,-73.86199 40.8327305,-73.8592 40.8312,-73.85409 40.83017,-73.85069 40.83015,-73.85071 40.8301304,-73.850731 40.8301105,-73.850731",NYC_DOT_LIC,52.19,0,4616253,48
1422,Bronx,2019-07-04T22:00:04.000,_mbxFnufbMnE~@xBP\\\\\\|BOpBeA\\\\\\|A}ArLaQjBgElFiQjHiVvFiPd@kBd@_EB{DQcBi@uB{@cCcEmL??wCcI_AyCgEwMo@wAa^{j@eGiJcAiAyB}Bya@gc@_A{@sFgJcC}CK_@cGm{@uAmS,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,338,4616255,MDE N RFK Bridge - 142nd St,"40.81376,-73.93128 40.8127206,-73.9316 40.8121104,-73.93169 40.81148,-73.93161 40.81091,-73.931261 40.81044,-73.93079 40.8082604,-73.927901 40.80772,-73.9269 40.80653,-73.923971 40.80503,-73.92024 40.8037906,-73.917471 40.8036,-73.916931 40.803411,-73.915",NYC_DOT_LIC,45.36,0,4616255,112
1423,Staten Island,2019-07-04T22:00:04.000,s}pvFda{cMjFpGpCvExBrFlCdJ`Fb[`AzEjBbHtCxHtCfGfDbGlEvF~DlE\\\\\\|NvL,BBBBBBBBBBBBBB,431,4616214,WSE N BLOOMUINGDALE ROAD - ARDEN AVENUE,"40.56042,-74.199391 40.55924,-74.20076 40.5585105,-74.20184 40.5579004,-74.203061 40.5571906,-74.204851 40.55606,-74.20935 40.5557304,-74.210451 40.55519,-74.21191 40.554441,-74.21348 40.55369,-74.214801 40.552851,-74.216101 40.5518206,-74.217341 40.55086",NYC_DOT_LIC,52.19,0,4616214,95
1424,Bronx,2019-07-04T22:00:04.000,wvjxFjf{aMrX_EpKYnJFnNDrTrCdP`CzSdElGb@vHAzG]hLuB\\\\\\|Q{A,BBBBBBBBBBBBB,160,4616266,BRP S FORDHAM ROAD - WATSON AVENUE,"40.8562805,-73.87254 40.8521804,-73.871581 40.8501706,-73.871451 40.8483304,-73.871491 40.8458506,-73.87152 40.84239,-73.872261 40.83964,-73.87291 40.8363,-73.8739 40.8349506,-73.87408 40.83339,-73.87407 40.8319705,-73.873921 40.8298404,-73.873331 40.8268",NYC_DOT_LIC,46.60,0,4616266,118
1425,Staten Island,2019-07-04T22:00:04.000,wwvvFf{ycMnnA{PxFw@tKkApIBpD^`GpA~NbI`m@fm@,BBBBBBBBB,430,4616213,WSE N ARDEN AVENUE - VICTORY BLVD,"40.5902,-74.19332 40.57748,-74.19046 40.57623,-74.190181 40.5742005,-74.1898 40.57251,-74.189821 40.57162,-74.18998 40.5703306,-74.190391 40.56777,-74.192011 40.5604,-74.19941",NYC_DOT_LIC,51.57,0,4616213,151
1426,Staten Island,2019-07-04T22:00:04.000,abyvFbxxcM~IxIrNvH~b@jLhGf@jBA,BBBBBB,434,4616212,WSE N VICTORY BLVD - SOUTH AVENUE,"40.6020904,-74.1877 40.600331,-74.18943 40.59783,-74.19099 40.592071,-74.193131 40.5907404,-74.19333 40.5902,-74.19332",NYC_DOT_LIC,53.43,0,4616212,60
1427,Queens,2019-07-04T22:00:04.000,yvuwFlcaaMzC}EbD}DvDwDzC{D`DmEbCcEv@eBvJcXvF}KfEcGlCaC`DaBzHyBj@YbE{@bDO\\\\\\|D?vCP\\\\\\|QtBnl@bIzIrB~D~AtCjBrHtGrAz@pCrAbCp@vAR~DF,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,208,4616350,CIP S LIE - Hempstead Tpk,"40.74877,-73.73895  40.74799,-73.73784  40.74717,-73.73689  40.74625,-73.73597  40.74547,-73.7350  40.74466,-73.734  40.744,-73.73302  40.74372,-73.73251  40.74184,-73.72849  40.7406,-73.72642  40.7396,-73.72512  40.73889,-73.724471  40.7380804,-73.723981",NYC_DOT_LIC,52.19,0,4616350,209
1428,Bronx,2019-07-04T22:00:04.000,cuexFp~vaMcFbWcDtOsC\\\\\\|Nm@pBa@dCk@nDqAfGiAxFgBxI,BBBBBBBBBB,185,4616267,CBE W CASTLE HILL AVENUE - TAYLOR AVENUE,"40.8304204,-73.850811 40.83156,-73.854671 40.83238,-73.857341 40.83312,-73.859891 40.83335,-73.86046 40.83352,-73.86113 40.8337406,-73.862011 40.83415,-73.86333 40.8345205,-73.86458 40.8350406,-73.866311",NYC_DOT_LIC,30.44,0,4616267,83
1429,Staten Island,2019-07-04T22:00:04.000,sezvFtsocM_Bav@,BB,385,4616208,SIE W BRADLEY AVENUE - WOOLEY AVENUE,"40.6077805,-74.14091 40.60826,-74.132101",NYC_DOT_LIC,50.95,0,4616208,28
1430,Staten Island,2019-07-04T22:00:04.000,at{vFvzrcMbQsVlP{UjCkFbBsFxAkJ\{HKiS,BBBBBBBB,390,4616209,SIE W WOOLEY AVENUE - RICHMOND AVENUE,"40.6152105,-74.157401 40.61231,-74.15362 40.60952,-74.149961 40.60882,-74.14878 40.6083206,-74.147561 40.6078705,-74.14574 40.60772,-74.14416 40.6077805,-74.14091",NYC_DOT_LIC,62.13,0,4616209,63
1431,Staten Island,2019-07-04T22:00:04.000,ys{vFrzrcM{LzRuRdf@sAvEQv@[lB,BBBBBB,388,4616211,SIE W RICHMOND AVENUE - SOUTH AVENUE,"40.6151706,-74.15738 40.61739,-74.16056 40.6205405,-74.16683 40.6209604,-74.16791 40.6210504,-74.168191 40.6211906,-74.16874",NYC_DOT_LIC,54.68,0,4616211,52
1432,Staten Island,2019-07-04T22:00:04.000,_xzvF\\\\\\|fgcMEgIZcInAkIhBqG\\\\\\|FwQlFyQtA{F\\\\\\|@_JVqIRuXd@aIzAyKrByItDoM,BBBBBBBBBBBBBBB,387,4616206,SIE W FINGERBOARD ROAD - CLOVE ROAD,"40.61072,-74.097911 40.61075,-74.09627 40.61061,-74.09465 40.61021,-74.09299 40.6096804,-74.09162 40.6084106,-74.08862 40.6072205,-74.08561 40.6067904,-74.08435 40.6064805,-74.082591 40.60636,-74.0809 40.6062606,-74.07679 40.60607,-74.07518 40.6056106,-74",NYC_DOT_LIC,52.19,0,4616206,113
1433,Staten Island,2019-07-04T22:00:04.000,s~pvFjb{cMfGtHxCrFvB~FdBhGrFz\t@`DpC~JpCnHpBhE\\\\\\|DlGnEbGxDxDzMdL,BBBBBBBBBBBBBB,436,4616202,WSE S ARDEN AVENUE - BLOOMINGDALE ROAD,"40.56058,-74.199581 40.55926,-74.20113 40.5584906,-74.202351 40.55789,-74.20363 40.55738,-74.20496 40.5561606,-74.209741 40.5558905,-74.210551 40.55516,-74.212471 40.55443,-74.213991 40.55386,-74.215 40.5529104,-74.21635 40.55187,-74.21765 40.5509404,-74.",NYC_DOT_LIC,64.00,0,4616202,81
1434,Staten Island,2019-07-04T22:00:04.000,egzvFt\\\\\\|mcMvA\\\\\\|u@,BB,381,4616194,SIE E WOOLEY AVENUE - BRADLEY AVENUE,"40.608031,-74.13212 40.60759,-74.1409",NYC_DOT_LIC,49.70,0,4616194,32
1435,Staten Island,2019-07-04T22:00:03.000,onyvFni~bMrAfG\\\\\\|@lEfApEjDlOt@nDV`EBdDM~CKlD_@hFa@`C}Il\,BBBBBBBBBBBBB,379,4763650,SIE E VNB E FINGERBOARD ROAD - SI GANTRY LOWER LEVEL,"40.60408,-74.052241 40.6036605,-74.05356 40.6033506,-74.05459 40.6029905,-74.055641 40.60213,-74.058271 40.60186,-74.05915 40.601741,-74.060121 40.60172,-74.06095 40.60179,-74.06175 40.6018506,-74.062621 40.60201,-74.063791 40.6021804,-74.06444 40.6039305",NYC_DOT_LIC,37.90,0,4763650,61
1436,Brooklyn,2019-07-04T22:00:03.000,{nyvFpj~bMaC{KcP{s@qBwJw@yC,BBBBB,417,4763649,VNB W BROOKLYN GANTRY UPPER LEVEL - SI GANTRY UPPER LEVEL,"40.60414,-74.052411 40.60479,-74.050351 40.6075304,-74.041891 40.6081,-74.040011 40.6083804,-74.03924",Verrazano-Narrows-Bridge,49.70,0,4763649,93
1437,Staten Island,2019-07-04T22:00:03.000,}myvFpi~bMvAjG`AnE`AlExDlPr@~CXxDFlFO`DYtBg@xE_@\\\\\\|BiIr\,BBBBBBBBBBBBB,380,4763648,SIE E VNB E FINGERBOARD ROAD - SI GANTRY UPPER LEVEL,"40.60399,-74.05225 40.6035506,-74.05359 40.60322,-74.05463 40.60289,-74.05566 40.6019605,-74.058451 40.6017,-74.05925 40.60157,-74.06018 40.6015304,-74.061371 40.60161,-74.062181 40.601741,-74.06277 40.6019406,-74.06386 40.6021,-74.06449 40.6037505,-74.06",NYC_DOT_LIC,40.38,0,4763648,57
1438,Brooklyn,2019-07-04T22:00:03.000,qoyvF`j~bM{BgKeP}s@yBsJQu@[wA,BBBBBB,416,4763651,VNB W BROOKLYN GANTRY LOWER LEVEL - SI GANTRY LOWER LEVEL,"40.60425,-74.052331 40.6048705,-74.05037 40.6076204,-74.041901 40.6082306,-74.04004 40.6083206,-74.03977 40.60846,-74.03933",Verrazano-Narrows-Bridge,53.43,0,4763651,87
1439,Bronx,2019-07-04T22:00:03.000,{yhxFbzfbMtA}FfDyT\\\\\\|@iGZ_F?_Fe@oSk@i]AkUFgF,BBBBBBBBBB,191,4620331,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL),"40.8465405,-73.932021 40.84611,-73.93075 40.8452706,-73.92726 40.84496,-73.925931 40.8448206,-73.924811 40.8448206,-73.923691 40.84501,-73.92041 40.84523,-73.91556 40.8452404,-73.91198 40.8452006,-73.91082",PA-GWBridge,45.98,0,4620331,93
1440,Bronx,2019-07-04T22:00:03.000,}zhxFryfbMfC_J~BqOlAgIZkFC_Hq@sZ[wb@ToV,BBBBBBBBB,190,4620332,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (L/LVL),"40.84671,-73.931941 40.8460306,-73.930181 40.84539,-73.92753 40.8456,-73.925891 40.8448604,-73.92471 40.84488,-73.92327 40.8451305,-73.91885 40.8452706,-73.913131 40.84516,-73.909371",PA-GWBridge,42.87,0,4620332,99
1441,Brooklyn,2019-07-04T22:00:03.000,gnyvF~i~bMcCsKaPys@wBuJo@yC,BBBBB,411,4763652,VNB E SI GANTRY UPPER LEVEL - BROOKLYN GANTRY UPPER LEVEL,"40.6040405,-74.052321 40.6047,-74.050301 40.60743,-74.041851 40.608031,-74.03998 40.6082705,-74.039211",Verrazano-Narrows-Bridge,28.58,0,4763652,161
1442,Manhattan,2019-07-04T22:00:03.000,ydzwF\\\\\\|~rbMqAk@eQyKkUkOyHiFgGgFyPaLgJ{FgJ_D}IsCsGwCiHyEgDiCwDuDiJqLsBmBuAi@uFyAmLeDoCqAsHsEgRiMwLqIeU{MeIcGyDuBgF}BcBiAkBsA{CmCyGcHmC_CoFsEoEqDqJyGqHqFcN_MuKqJaCyAwCuAsHsBeOyCwJiBuCmAkH{GkDkCaDmBgBy@gDkAeJiAaK[cFq@yA_@oIoDiEiA,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,448,4620343,Westside Hwy N 57th St - GWB,"40.77149,-73.99423 40.7719,-73.99401 40.77481,-73.99196 40.77839,-73.989341 40.77996,-73.988171 40.78128,-73.987011 40.7841305,-73.98492 40.78593,-73.98366 40.78773,-73.98286 40.7894805,-73.982121 40.79086,-73.981361 40.7923506,-73.98027 40.79319,-73.9795",NYC_DOT_LIC,45.36,0,4620343,437
1443,Queens,2019-07-04T22:00:03.000,eecxFrwmaMViEx@cJz@eEtBaHbBoD`CwD\\\\\\|CkDjDkC\\\\\\|EkCnBs@rCq@~Eg@fy@m@\\\\\\|P?,BBBBBBBBBBBBBBB,406,4456506,TNB S Toll Plaza - Queens Anchorage,"40.81763,-73.80362001 40.817516,-73.80261 40.817226,-73.80083 40.81692,-73.79984 40.81633,-73.79839001 40.815835,-73.79751 40.815185,-73.79659001 40.81439,-73.79573 40.81353,-73.79503001 40.81242,-73.79433 40.81186,-73.79407 40.81112,-73.79382001 40.81,-7",NYC_DOT_LIC,42.87,0,4456506,160
1444,Manhattan,2019-07-04T22:00:03.000,mmmwFx`wbMxDt@rAb@rFv@jCNbJOfEaAre@yMft@y_@`K}EjHcC`EkCnGgF,BBBBBBBBBBBBB,119,4456502,BBT E Manhattan Portal - Toll Plaza,"40.70631,-74.01501 40.705380,-74.01528 40.70496,-74.01546 40.70374,-74.01574001 40.70304,-74.01582 40.70126,-74.01574 40.70026,-74.01541 40.69408,-74.01304 40.68556,-74.00779 40.68363,-74.00668 40.68213,-74.00602 40.681160,-74.005320 40.6798,-74.00416",MTA Bridges & Tunnels,24.85,0,4456502,261
